class,precision,recall_sensitivity,f1,specificity,support
non_mi,0.8840524373170421,0.9221986192246415,0.9027227240236533,0.791819012797075,7532
stemi_proxy,0.8634920634920635,0.8918032786885246,0.8774193548387097,0.9923880332802266,610
nstemi_proxy,0.8421514177141187,0.7650026553372278,0.8017253374147767,0.9336772291820191,3766
