class,precision,recall_sensitivity,f1,specificity,support
non_mi,0.8740519706577148,0.9333510355815189,0.902728731942215,0.768510054844607,7532
stemi_proxy,0.9196078431372549,0.7688524590163934,0.8375,0.9963710391219684,610
nstemi_proxy,0.8509687034277198,0.7580987785448752,0.8018536722370454,0.9385900270203881,3766
