class,precision,recall_sensitivity,f1,specificity,support
non_mi,0.9081009296148739,0.9078597981943707,0.9079803478953659,0.8418647166361974,7532
stemi_proxy,0.8673946957878315,0.9114754098360656,0.8888888888888888,0.9924765445211542,610
nstemi_proxy,0.8257960931228258,0.8194370685077005,0.8226042916166867,0.9200442151805454,3766
