class,precision,recall_sensitivity,f1,specificity,support
non_mi,0.9561933534743202,0.9223866860955595,0.9389858297224499,0.8740859232175503,13039
stemi_proxy,0.8946564885496183,0.9606557377049181,0.9264822134387352,0.9958940791431121,610
nstemi_proxy,0.7718794835007173,0.8571428571428571,0.8122798188223452,0.9301047695801891,3766
